,ID
0,subject-1-T2_slice_0000.jpg
1,subject-1-T2_slice_0001.jpg
2,subject-1-T2_slice_0002.jpg
3,subject-1-T2_slice_0003.jpg
4,subject-1-T2_slice_0004.jpg
5,subject-1-T2_slice_0005.jpg
6,subject-1-T2_slice_0006.jpg
7,subject-1-T2_slice_0007.jpg
8,subject-1-T2_slice_0008.jpg
9,subject-1-T2_slice_0009.jpg
10,subject-1-T2_slice_0010.jpg
11,subject-1-T2_slice_0011.jpg
12,subject-1-T2_slice_0012.jpg
13,subject-1-T2_slice_0013.jpg
14,subject-1-T2_slice_0014.jpg
15,subject-1-T2_slice_0015.jpg
16,subject-1-T2_slice_0016.jpg
17,subject-1-T2_slice_0017.jpg
18,subject-1-T2_slice_0018.jpg
19,subject-1-T2_slice_0019.jpg
20,subject-1-T2_slice_0020.jpg
21,subject-1-T2_slice_0021.jpg
22,subject-1-T2_slice_0022.jpg
23,subject-1-T2_slice_0023.jpg
24,subject-1-T2_slice_0024.jpg
25,subject-1-T2_slice_0025.jpg
26,subject-1-T2_slice_0026.jpg
27,subject-1-T2_slice_0027.jpg
28,subject-1-T2_slice_0028.jpg
29,subject-1-T2_slice_0029.jpg
30,subject-1-T2_slice_0030.jpg
31,subject-1-T2_slice_0031.jpg
32,subject-1-T2_slice_0032.jpg
33,subject-1-T2_slice_0033.jpg
34,subject-1-T2_slice_0034.jpg
35,subject-1-T2_slice_0035.jpg
36,subject-1-T2_slice_0036.jpg
37,subject-1-T2_slice_0037.jpg
38,subject-1-T2_slice_0038.jpg
39,subject-1-T2_slice_0039.jpg
40,subject-1-T2_slice_0040.jpg
41,subject-1-T2_slice_0041.jpg
42,subject-1-T2_slice_0042.jpg
43,subject-1-T2_slice_0043.jpg
44,subject-1-T2_slice_0044.jpg
45,subject-1-T2_slice_0045.jpg
46,subject-1-T2_slice_0046.jpg
47,subject-1-T2_slice_0047.jpg
48,subject-1-T2_slice_0048.jpg
49,subject-1-T2_slice_0049.jpg
50,subject-1-T2_slice_0050.jpg
51,subject-1-T2_slice_0051.jpg
52,subject-1-T2_slice_0052.jpg
53,subject-1-T2_slice_0053.jpg
54,subject-1-T2_slice_0054.jpg
55,subject-1-T2_slice_0055.jpg
56,subject-1-T2_slice_0056.jpg
57,subject-1-T2_slice_0057.jpg
58,subject-1-T2_slice_0058.jpg
59,subject-1-T2_slice_0059.jpg
60,subject-1-T2_slice_0060.jpg
61,subject-1-T2_slice_0061.jpg
62,subject-1-T2_slice_0062.jpg
63,subject-1-T2_slice_0063.jpg
64,subject-1-T2_slice_0064.jpg
65,subject-1-T2_slice_0065.jpg
66,subject-1-T2_slice_0066.jpg
67,subject-1-T2_slice_0067.jpg
68,subject-1-T2_slice_0068.jpg
69,subject-1-T2_slice_0069.jpg
70,subject-1-T2_slice_0070.jpg
71,subject-1-T2_slice_0071.jpg
72,subject-1-T2_slice_0072.jpg
73,subject-1-T2_slice_0073.jpg
