,ID
0,subject-1-label_slice_0088.png
1,subject-1-label_slice_0089.png
2,subject-1-label_slice_0090.png
3,subject-1-label_slice_0091.png
4,subject-1-label_slice_0092.png
5,subject-1-label_slice_0093.png
6,subject-1-label_slice_0094.png
7,subject-1-label_slice_0095.png
8,subject-1-label_slice_0096.png
9,subject-1-label_slice_0097.png
10,subject-1-label_slice_0098.png
11,subject-1-label_slice_0099.png
12,subject-1-label_slice_0100.png
13,subject-1-label_slice_0101.png
14,subject-1-label_slice_0102.png
15,subject-1-label_slice_0103.png
16,subject-1-label_slice_0104.png
17,subject-1-label_slice_0105.png
18,subject-1-label_slice_0106.png
19,subject-1-label_slice_0107.png
20,subject-1-label_slice_0108.png
21,subject-1-label_slice_0109.png
22,subject-1-label_slice_0110.png
23,subject-1-label_slice_0111.png
24,subject-1-label_slice_0112.png
25,subject-1-label_slice_0113.png
26,subject-1-label_slice_0114.png
27,subject-1-label_slice_0115.png
28,subject-1-label_slice_0116.png
29,subject-1-label_slice_0117.png
30,subject-1-label_slice_0118.png
31,subject-1-label_slice_0119.png
32,subject-1-label_slice_0120.png
33,subject-1-label_slice_0121.png
34,subject-1-label_slice_0122.png
35,subject-1-label_slice_0123.png
36,subject-1-label_slice_0124.png
37,subject-1-label_slice_0125.png
38,subject-1-label_slice_0126.png
39,subject-1-label_slice_0127.png
40,subject-1-label_slice_0128.png
41,subject-1-label_slice_0129.png
42,subject-1-label_slice_0130.png
43,subject-1-label_slice_0131.png
44,subject-1-label_slice_0132.png
45,subject-1-label_slice_0133.png
46,subject-1-label_slice_0134.png
47,subject-1-label_slice_0135.png
48,subject-1-label_slice_0136.png
49,subject-1-label_slice_0137.png
50,subject-1-label_slice_0138.png
51,subject-1-label_slice_0139.png
52,subject-1-label_slice_0140.png
53,subject-1-label_slice_0141.png
54,subject-1-label_slice_0142.png
55,subject-1-label_slice_0143.png
56,subject-1-label_slice_0144.png
57,subject-1-label_slice_0145.png
58,subject-1-label_slice_0146.png
59,subject-1-label_slice_0147.png
60,subject-1-label_slice_0148.png
61,subject-1-label_slice_0149.png
62,subject-1-label_slice_0150.png
63,subject-1-label_slice_0151.png
64,subject-1-label_slice_0152.png
65,subject-1-label_slice_0153.png
66,subject-1-label_slice_0154.png
67,subject-1-label_slice_0155.png
68,subject-1-label_slice_0156.png
69,subject-1-label_slice_0157.png
70,subject-1-label_slice_0158.png
71,subject-1-label_slice_0159.png
72,subject-1-label_slice_0160.png
73,subject-1-label_slice_0161.png
74,subject-1-label_slice_0162.png
75,subject-1-label_slice_0163.png
76,subject-1-label_slice_0164.png
77,subject-1-label_slice_0165.png
78,subject-1-label_slice_0166.png
79,subject-1-label_slice_0167.png
80,subject-1-label_slice_0168.png
81,subject-1-label_slice_0169.png
82,subject-1-label_slice_0170.png
83,subject-1-label_slice_0171.png
84,subject-1-label_slice_0172.png
85,subject-1-label_slice_0173.png
86,subject-1-label_slice_0174.png
87,subject-1-label_slice_0175.png
88,subject-1-label_slice_0176.png
89,subject-1-label_slice_0177.png
90,subject-1-label_slice_0178.png
91,subject-1-label_slice_0179.png
92,subject-1-label_slice_0180.png
93,subject-1-label_slice_0181.png
94,subject-1-label_slice_0182.png
95,subject-1-label_slice_0183.png
96,subject-1-label_slice_0184.png
97,subject-1-label_slice_0185.png
98,subject-1-label_slice_0186.png
99,subject-1-label_slice_0187.png
100,subject-1-label_slice_0188.png
101,subject-1-label_slice_0189.png
102,subject-1-label_slice_0190.png
103,subject-10-label_slice_0100.png
104,subject-10-label_slice_0101.png
105,subject-10-label_slice_0102.png
106,subject-10-label_slice_0103.png
107,subject-10-label_slice_0104.png
108,subject-10-label_slice_0105.png
109,subject-10-label_slice_0106.png
110,subject-10-label_slice_0107.png
111,subject-10-label_slice_0108.png
112,subject-10-label_slice_0109.png
113,subject-10-label_slice_0110.png
114,subject-10-label_slice_0111.png
115,subject-10-label_slice_0112.png
116,subject-10-label_slice_0113.png
117,subject-10-label_slice_0114.png
118,subject-10-label_slice_0115.png
119,subject-10-label_slice_0116.png
120,subject-10-label_slice_0117.png
121,subject-10-label_slice_0118.png
122,subject-10-label_slice_0119.png
123,subject-10-label_slice_0120.png
124,subject-10-label_slice_0121.png
125,subject-10-label_slice_0122.png
126,subject-10-label_slice_0123.png
127,subject-10-label_slice_0124.png
128,subject-10-label_slice_0125.png
129,subject-10-label_slice_0126.png
130,subject-10-label_slice_0127.png
131,subject-10-label_slice_0128.png
132,subject-10-label_slice_0129.png
133,subject-10-label_slice_0130.png
134,subject-10-label_slice_0131.png
135,subject-10-label_slice_0132.png
136,subject-10-label_slice_0133.png
137,subject-10-label_slice_0134.png
138,subject-10-label_slice_0135.png
139,subject-10-label_slice_0136.png
140,subject-10-label_slice_0137.png
141,subject-10-label_slice_0138.png
142,subject-10-label_slice_0139.png
143,subject-10-label_slice_0140.png
144,subject-10-label_slice_0141.png
145,subject-10-label_slice_0142.png
146,subject-10-label_slice_0143.png
147,subject-10-label_slice_0144.png
148,subject-10-label_slice_0145.png
149,subject-10-label_slice_0146.png
150,subject-10-label_slice_0147.png
151,subject-10-label_slice_0148.png
152,subject-10-label_slice_0149.png
153,subject-10-label_slice_0150.png
154,subject-10-label_slice_0151.png
155,subject-10-label_slice_0152.png
156,subject-10-label_slice_0153.png
157,subject-10-label_slice_0154.png
158,subject-10-label_slice_0155.png
159,subject-10-label_slice_0156.png
160,subject-10-label_slice_0157.png
161,subject-10-label_slice_0158.png
162,subject-10-label_slice_0159.png
163,subject-10-label_slice_0160.png
164,subject-10-label_slice_0161.png
165,subject-10-label_slice_0162.png
166,subject-10-label_slice_0163.png
167,subject-10-label_slice_0164.png
168,subject-10-label_slice_0165.png
169,subject-10-label_slice_0166.png
170,subject-10-label_slice_0167.png
171,subject-10-label_slice_0168.png
172,subject-10-label_slice_0169.png
173,subject-10-label_slice_0170.png
174,subject-10-label_slice_0171.png
175,subject-10-label_slice_0172.png
176,subject-10-label_slice_0173.png
177,subject-10-label_slice_0174.png
178,subject-10-label_slice_0175.png
179,subject-10-label_slice_0176.png
180,subject-10-label_slice_0177.png
181,subject-10-label_slice_0178.png
182,subject-10-label_slice_0179.png
183,subject-10-label_slice_0180.png
184,subject-10-label_slice_0181.png
185,subject-10-label_slice_0182.png
186,subject-10-label_slice_0183.png
187,subject-10-label_slice_0184.png
188,subject-10-label_slice_0185.png
189,subject-10-label_slice_0186.png
190,subject-10-label_slice_0187.png
191,subject-10-label_slice_0188.png
192,subject-10-label_slice_0189.png
193,subject-10-label_slice_0190.png
194,subject-10-label_slice_0191.png
195,subject-10-label_slice_0192.png
196,subject-10-label_slice_0193.png
197,subject-10-label_slice_0194.png
198,subject-2-label_slice_0093.png
199,subject-2-label_slice_0094.png
200,subject-2-label_slice_0095.png
201,subject-2-label_slice_0096.png
202,subject-2-label_slice_0097.png
203,subject-2-label_slice_0098.png
204,subject-2-label_slice_0099.png
205,subject-2-label_slice_0100.png
206,subject-2-label_slice_0101.png
207,subject-2-label_slice_0102.png
208,subject-2-label_slice_0103.png
209,subject-2-label_slice_0104.png
210,subject-2-label_slice_0105.png
211,subject-2-label_slice_0106.png
212,subject-2-label_slice_0107.png
213,subject-2-label_slice_0108.png
214,subject-2-label_slice_0109.png
215,subject-2-label_slice_0110.png
216,subject-2-label_slice_0111.png
217,subject-2-label_slice_0112.png
218,subject-2-label_slice_0113.png
219,subject-2-label_slice_0114.png
220,subject-2-label_slice_0115.png
221,subject-2-label_slice_0116.png
222,subject-2-label_slice_0117.png
223,subject-2-label_slice_0118.png
224,subject-2-label_slice_0119.png
225,subject-2-label_slice_0120.png
226,subject-2-label_slice_0121.png
227,subject-2-label_slice_0122.png
228,subject-2-label_slice_0123.png
229,subject-2-label_slice_0124.png
230,subject-2-label_slice_0125.png
231,subject-2-label_slice_0126.png
232,subject-2-label_slice_0127.png
233,subject-2-label_slice_0128.png
234,subject-2-label_slice_0129.png
235,subject-2-label_slice_0130.png
236,subject-2-label_slice_0131.png
237,subject-2-label_slice_0132.png
238,subject-2-label_slice_0133.png
239,subject-2-label_slice_0134.png
240,subject-2-label_slice_0135.png
241,subject-2-label_slice_0136.png
242,subject-2-label_slice_0137.png
243,subject-2-label_slice_0138.png
244,subject-2-label_slice_0139.png
245,subject-2-label_slice_0140.png
246,subject-2-label_slice_0141.png
247,subject-2-label_slice_0142.png
248,subject-2-label_slice_0143.png
249,subject-2-label_slice_0144.png
250,subject-2-label_slice_0145.png
251,subject-2-label_slice_0146.png
252,subject-2-label_slice_0147.png
253,subject-2-label_slice_0148.png
254,subject-2-label_slice_0149.png
255,subject-2-label_slice_0150.png
256,subject-2-label_slice_0151.png
257,subject-2-label_slice_0152.png
258,subject-2-label_slice_0153.png
259,subject-2-label_slice_0154.png
260,subject-2-label_slice_0155.png
261,subject-2-label_slice_0156.png
262,subject-2-label_slice_0157.png
263,subject-2-label_slice_0158.png
264,subject-2-label_slice_0159.png
265,subject-2-label_slice_0160.png
266,subject-2-label_slice_0161.png
267,subject-2-label_slice_0162.png
268,subject-2-label_slice_0163.png
269,subject-2-label_slice_0164.png
270,subject-2-label_slice_0165.png
271,subject-2-label_slice_0166.png
272,subject-2-label_slice_0167.png
273,subject-2-label_slice_0168.png
274,subject-2-label_slice_0169.png
275,subject-2-label_slice_0170.png
276,subject-2-label_slice_0171.png
277,subject-2-label_slice_0172.png
278,subject-2-label_slice_0173.png
279,subject-2-label_slice_0174.png
280,subject-2-label_slice_0175.png
281,subject-2-label_slice_0176.png
282,subject-2-label_slice_0177.png
283,subject-2-label_slice_0178.png
284,subject-2-label_slice_0179.png
285,subject-2-label_slice_0180.png
286,subject-2-label_slice_0181.png
287,subject-2-label_slice_0182.png
288,subject-2-label_slice_0183.png
289,subject-2-label_slice_0184.png
290,subject-2-label_slice_0185.png
291,subject-2-label_slice_0186.png
292,subject-2-label_slice_0187.png
293,subject-2-label_slice_0188.png
294,subject-2-label_slice_0189.png
295,subject-3-label_slice_0092.png
296,subject-3-label_slice_0093.png
297,subject-3-label_slice_0094.png
298,subject-3-label_slice_0095.png
299,subject-3-label_slice_0096.png
300,subject-3-label_slice_0097.png
301,subject-3-label_slice_0098.png
302,subject-3-label_slice_0099.png
303,subject-3-label_slice_0100.png
304,subject-3-label_slice_0101.png
305,subject-3-label_slice_0102.png
306,subject-3-label_slice_0103.png
307,subject-3-label_slice_0104.png
308,subject-3-label_slice_0105.png
309,subject-3-label_slice_0106.png
310,subject-3-label_slice_0107.png
311,subject-3-label_slice_0108.png
312,subject-3-label_slice_0109.png
313,subject-3-label_slice_0110.png
314,subject-3-label_slice_0111.png
315,subject-3-label_slice_0112.png
316,subject-3-label_slice_0113.png
317,subject-3-label_slice_0114.png
318,subject-3-label_slice_0115.png
319,subject-3-label_slice_0116.png
320,subject-3-label_slice_0117.png
321,subject-3-label_slice_0118.png
322,subject-3-label_slice_0119.png
323,subject-3-label_slice_0120.png
324,subject-3-label_slice_0121.png
325,subject-3-label_slice_0122.png
326,subject-3-label_slice_0123.png
327,subject-3-label_slice_0124.png
328,subject-3-label_slice_0125.png
