,ID
0,c214686nu_brain5_slice_0015.png
1,c214686nu_brain5_slice_0016.png
2,c214686nu_brain5_slice_0017.png
3,c214686nu_brain5_slice_0018.png
4,c214686nu_brain5_slice_0019.png
5,c214686nu_brain5_slice_0020.png
6,c214686nu_brain5_slice_0021.png
7,c214686nu_brain5_slice_0022.png
8,c214686nu_brain5_slice_0023.png
9,c214686nu_brain5_slice_0024.png
10,c214686nu_brain5_slice_0025.png
11,c214686nu_brain5_slice_0026.png
12,c214686nu_brain5_slice_0027.png
13,c214686nu_brain5_slice_0028.png
14,c214686nu_brain5_slice_0029.png
15,c214686nu_brain5_slice_0030.png
16,c214686nu_brain5_slice_0031.png
17,c214686nu_brain5_slice_0032.png
18,c214686nu_brain5_slice_0033.png
19,c214686nu_brain5_slice_0034.png
20,c214686nu_brain5_slice_0035.png
21,c214686nu_brain5_slice_0036.png
22,c214686nu_brain5_slice_0037.png
23,c214686nu_brain5_slice_0038.png
24,c214686nu_brain5_slice_0039.png
25,c214686nu_brain5_slice_0040.png
26,c214686nu_brain5_slice_0041.png
27,c214686nu_brain5_slice_0042.png
28,c214686nu_brain5_slice_0043.png
29,c214686nu_brain5_slice_0044.png
30,c214686nu_brain5_slice_0045.png
31,c214686nu_brain5_slice_0046.png
32,c214686nu_brain5_slice_0047.png
33,c214686nu_brain5_slice_0048.png
34,c214686nu_brain5_slice_0049.png
35,c214686nu_brain5_slice_0050.png
36,c214686nu_brain5_slice_0051.png
37,c214686nu_brain5_slice_0052.png
38,c214686nu_brain5_slice_0053.png
39,c214686nu_brain5_slice_0054.png
40,c214686nu_brain5_slice_0055.png
41,c214686nu_brain5_slice_0056.png
42,c214686nu_brain5_slice_0057.png
43,c214686nu_brain5_slice_0058.png
44,c214686nu_brain5_slice_0059.png
45,c214686nu_brain5_slice_0060.png
46,c214686nu_brain5_slice_0061.png
47,c214686nu_brain5_slice_0062.png
48,c214686nu_brain5_slice_0063.png
49,c214686nu_brain5_slice_0064.png
50,c214686nu_brain5_slice_0065.png
51,c214686nu_brain5_slice_0066.png
52,c214686nu_brain5_slice_0067.png
53,c214686nu_brain5_slice_0068.png
54,c214686nu_brain5_slice_0069.png
55,c214686nu_brain5_slice_0070.png
56,c214686nu_brain5_slice_0071.png
57,c214686nu_brain5_slice_0072.png
58,c214686nu_brain5_slice_0073.png
59,c214686nu_brain5_slice_0074.png
60,c214686nu_brain5_slice_0075.png
61,c214686nu_brain5_slice_0076.png
62,c214686nu_brain5_slice_0077.png
63,c214686nu_brain5_slice_0078.png
64,c214686nu_brain5_slice_0079.png
65,c214686nu_brain5_slice_0080.png
66,c214686nu_brain5_slice_0081.png
67,c214686nu_brain5_slice_0082.png
68,c214686nu_brain5_slice_0083.png
69,c214686nu_brain5_slice_0084.png
70,c214686nu_brain5_slice_0085.png
71,c214686nu_brain5_slice_0086.png
72,c214686nu_brain5_slice_0087.png
73,c214686nu_brain5_slice_0088.png
74,c214686nu_brain5_slice_0089.png
75,c214686nu_brain5_slice_0090.png
76,c214686nu_brain5_slice_0091.png
77,c214686nu_brain5_slice_0092.png
78,c214686nu_brain5_slice_0093.png
79,c214686nu_brain5_slice_0094.png
80,c214686nu_brain5_slice_0095.png
81,c214686nu_brain5_slice_0096.png
82,c214686nu_brain5_slice_0097.png
83,c214686nu_brain5_slice_0098.png
84,c214686nu_brain5_slice_0099.png
85,c214686nu_brain5_slice_0100.png
86,c214686nu_brain5_slice_0101.png
87,c214686nu_brain5_slice_0102.png
88,c214686nu_brain5_slice_0103.png
89,c214686nu_brain5_slice_0104.png
90,c214686nu_brain5_slice_0105.png
91,c214686nu_brain5_slice_0106.png
92,c214686nu_brain5_slice_0107.png
93,c214686nu_brain5_slice_0108.png
94,c214771nu_brain5_slice_0028.png
95,c214771nu_brain5_slice_0029.png
96,c214771nu_brain5_slice_0030.png
97,c214771nu_brain5_slice_0031.png
98,c214771nu_brain5_slice_0032.png
99,c214771nu_brain5_slice_0033.png
100,c214771nu_brain5_slice_0034.png
101,c214771nu_brain5_slice_0035.png
102,c214771nu_brain5_slice_0036.png
103,c214771nu_brain5_slice_0037.png
104,c214771nu_brain5_slice_0038.png
105,c214771nu_brain5_slice_0039.png
106,c214771nu_brain5_slice_0040.png
107,c214771nu_brain5_slice_0041.png
108,c214771nu_brain5_slice_0042.png
109,c214771nu_brain5_slice_0043.png
110,c214771nu_brain5_slice_0044.png
111,c214771nu_brain5_slice_0045.png
112,c214771nu_brain5_slice_0046.png
113,c214771nu_brain5_slice_0047.png
114,c214771nu_brain5_slice_0048.png
115,c214771nu_brain5_slice_0049.png
116,c214771nu_brain5_slice_0050.png
117,c214771nu_brain5_slice_0051.png
118,c214771nu_brain5_slice_0052.png
119,c214771nu_brain5_slice_0053.png
120,c214771nu_brain5_slice_0054.png
121,c214771nu_brain5_slice_0055.png
122,c214771nu_brain5_slice_0056.png
123,c214771nu_brain5_slice_0057.png
124,c214771nu_brain5_slice_0058.png
125,c214771nu_brain5_slice_0059.png
126,c214771nu_brain5_slice_0060.png
127,c214771nu_brain5_slice_0061.png
128,c214771nu_brain5_slice_0062.png
129,c214771nu_brain5_slice_0063.png
130,c214771nu_brain5_slice_0064.png
131,c214771nu_brain5_slice_0065.png
132,c214771nu_brain5_slice_0066.png
133,c214771nu_brain5_slice_0067.png
134,c214771nu_brain5_slice_0068.png
135,c214771nu_brain5_slice_0069.png
136,c214771nu_brain5_slice_0070.png
137,c214771nu_brain5_slice_0071.png
138,c214771nu_brain5_slice_0072.png
139,c214771nu_brain5_slice_0073.png
140,c214771nu_brain5_slice_0074.png
141,c214771nu_brain5_slice_0075.png
142,c214771nu_brain5_slice_0076.png
